speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
F,,144,Did Alan enjoy that Grace visited her sister?,23,enjoy,Grace visited her sister,Jennifer,0.43,stim,1200,3.43365
F,,144,Did Scott love that Zoe calculated the tip?,24,love,Zoe calculated the tip,Dorothy,0.75,stim,1936,3.43365
F,,144,Did Shirley feel that Tony had a drink last night?,25,feel,Tony had a drink last night,Michelle,0.72,stim,2575,3.43365
M,,144,Is Kathleen surprised that Jon went out for dinner?,26,surprise,Jon went out for dinner,George,0.82,stim,904,3.43365
F,,144,Is Jerry charmed that Danielle painted her room?,27,charm,Danielle painted her room,Donna,0.78,stim,967,3.43365
M,,144,Did Melissa express that Dylan argued with his parents?,28,express,Dylan argued with his parents,Matthew,0.46,stim,1153,3.43365
M,,144,Did Brian compute that Molly attended a conference last week?,29,compute,Molly attended a conference last week,Paul,0.75,stim,2174,3.43365
M,,144,Is Ruth shocked that Julian cleaned his room?,30,shock,Julian cleaned his room,Richard,0.69,stim,1071,3.43365
M,,144,Did Todd play football in high school?,31,,Todd played football in high school,David,0.4,control,1136,3.43365
M,,144,Did Nicole squeal that Josh learned to ride a bike yesterday?,32,squeal,Josh learned to ride a bike yesterday,Thomas,0.77,stim,1103,3.43365
F,,144,Did Dennis verify that Emily bought a car yesterday?,33,verify,Emily bought a car yesterday,Carol,0.45,stim,1880,3.43365
M,,144,Did Catherine testify that Louis went swimming?,34,testify,Louis went swimming,Robert,0.77,stim,1063,3.43365
M,,144,Is Heather alarmed that Cole celebrated his friend's birthday?,35,alarm,Cole celebrated his friend's birthday,Mark,0.56,stim,1312,3.43365
,Patricia,145,bot_check,1,,,,Patricia,,0,5.312133333333334
F,,145,Did Rebecca celebrate that Danny ate the last cupcake?,3,celebrate,Danny ate the last cupcake,Linda,0.98,stim,7326,5.312133333333334
M,,145,Is Manuel pained that Audrey went to a party?,4,pain,Audrey went to a party,Richard,0.76,stim,3483,5.312133333333334
M,,145,Is Catherine aggravated that Fred missed the train?,5,aggravate,Fred missed the train,Kenneth,0.98,stim,38934,5.312133333333334
F,,145,Did Heather feel that Julian cleaned his room?,6,feel,Julian cleaned his room,Elizabeth,0.84,stim,2715,5.312133333333334
M,,145,Is Zack coming to the meeting tomorrow?,7,,Zack is coming to the meeting tomorrow,David,0.29,control,5494,5.312133333333334
F,,145,Is Amanda embarrassed that Charley spilled the wine?,8,embarrass,Charley spilled the wine,Betty,0.98,stim,3441,5.312133333333334
F,,145,Is Sharon troubled that Louis went swimming?,9,trouble,Louis went swimming,Dorothy,0.78,stim,3295,5.312133333333334
F,,145,Is Vanessa good at math?,10,,Vanessa is good at math,Jessica,0.31,control,3417,5.312133333333334
F,,145,Did Madison have a baby?,11,,Madison had a baby,Michelle,0.29,control,3014,5.312133333333334
M,,145,Did Amy suppose that Jackson ran 10 miles?,12,suppose,Jackson ran 10 miles,George,0.77,stim,21031,5.312133333333334
M,,145,Did Kathleen retract that Allen went to the museum?,13,retract,Allen went to the museum,Paul,0.93,stim,75338,5.312133333333334
F,,145,Did Ray write that Emma studied on Saturday morning?,14,write,Emma studied on Saturday morning,Lisa,0.31,stim,2494,5.312133333333334
M,,145,Did Patrick think that Mia drank 2 cocktails last night?,15,think,Mia drank 2 cocktails last night,Christopher,0.16,stim,4786,5.312133333333334
F,,145,Did Melissa whine that Tony had a drink last night?,16,whine,Tony had a drink last night,Sandra,0.21,stim,2707,5.312133333333334
M,,145,Did Eli simulate that Zoe calculated the tip?,17,simulate,Zoe calculated the tip,Mark,0.05,stim,4774,5.312133333333334
F,,145,Did Brian shout that Danielle painted her room?,18,shout,Danielle painted her room,Ashley,0.24,stim,3686,5.312133333333334
F,,145,Did Cynthia cringe that Jon went out for dinner?,19,cringe,Jon went out for dinner,Kimberly,0.99,stim,3552,5.312133333333334
M,,145,Was Hendrick's car expensive?,20,,Hendrick's car was expensive,Steven,0.39,control,3973,5.312133333333334
F,,145,Is Dennis charmed that Isabella ate a steak on Sunday?,21,charm,Isabella ate a steak on Sunday,Susan,0.92,stim,3604,5.312133333333334
M,,145,Is Mary's aunt sick?,22,,Mary's aunt is sick,Matthew,0.13,control,3694,5.312133333333334
F,,145,Is Laura offended that Jason made a cake?,23,offend,Jason made a cake,Margaret,0.87,stim,7795,5.312133333333334
F,,145,Did Brenda murmur that Lucas bought new shoes?,24,murmur,Lucas bought new shoes,Nancy,0.2,stim,2773,5.312133333333334
F,,145,Did Todd play football in high school?,25,,Todd played football in high school,Carol,0.12,control,2688,5.312133333333334
M,,145,Did Francisco squeal that Courtney woke up early yesterday?,26,squeal,Courtney woke up early yesterday,William,0.84,stim,4246,5.312133333333334
F,,145,Did Anna require that Dylan argued with his parents?,27,require,Dylan argued with his parents,Donna,0.25,stim,2544,5.312133333333334
M,,145,Did Ben ignore that Hannah called her parents?,28,ignore,Hannah called her parents,James,0.79,stim,2273,5.312133333333334
M,,145,Is Alan amused that Emilia looked after the kids?,29,amuse,Emilia looked after the kids,Thomas,0.75,stim,10947,5.312133333333334
F,,145,Is Ruth alarmed that Connor fell from a tree?,30,alarm,Connor fell from a tree,Karen,0.99,stim,6772,5.312133333333334
M,,145,Is Kaitlin shocked that Frank got a cat?,31,shock,Frank got a cat,Logan,0.86,stim,3890,5.312133333333334
F,,145,Did Tim fantasize that Natasha got a promotion?,32,fantasize,Natasha got a promotion,Jennifer,0.18,stim,3830,5.312133333333334
F,,145,Is Nicole thrilled that Owen shoveled snow last winter?,33,thrill,Owen shoveled snow last winter,Sarah,0.76,stim,4304,5.312133333333334
F,,145,Did Kevin weep that Molly attended a conference last week?,34,weep,Molly attended a conference last week,Helen,0.85,stim,7051,5.312133333333334
M,,145,Is Stephanie excited that Jayden rented a car?,35,excite,Jayden rented a car,Robert,0.9,stim,20569,5.312133333333334
,Mary,146,bot_check,1,,,,Mary,,0,5.594966666666667
M,,146,Is Ray charmed that Josie went on vacation to France?,3,charm,Josie went on vacation to France,Robert,0.84,stim,17413,5.594966666666667
F,,146,Did Brian murmur that Sophia got a tattoo?,4,murmur,Sophia got a tattoo,Michelle,0.37,stim,9942,5.594966666666667
M,,146,Did Kevin resent that Molly attended a conference last week?,5,resent,Molly attended a conference last week,Paul,0.99,stim,11006,5.594966666666667
F,,146,Did Alan joke that Hannah called her parents?,6,joke,Hannah called her parents,Ashley,0.4,stim,11570,5.594966666666667
M,,146,Is Amanda disgusted that Charley spilled the wine?,7,disgust,Charley spilled the wine,Kenneth,0.81,stim,11371,5.594966666666667
F,,146,Did Cynthia love that Jayden rented a car?,8,love,Jayden rented a car,Karen,0.89,stim,10563,5.594966666666667
F,,146,Did Eli suppose that Olivia left her job?,9,suppose,Olivia left her job,Dorothy,0.24,stim,5849,5.594966666666667
M,,146,Is Mary's aunt sick?,10,,Mary's aunt is sick,Steven,0,control,5744,5.594966666666667
F,,146,Is Colby aggravated that Audrey went to a party?,11,aggravate,Audrey went to a party,Susan,0.73,stim,11674,5.594966666666667
M,,146,Is Noah tortured that Zoe calculated the tip?,12,torture,Zoe calculated the tip,Logan,0.9,stim,9003,5.594966666666667
F,,146,Did Shirley scream that Lucas bought new shoes?,13,scream,Lucas bought new shoes,Carol,0.3,stim,8294,5.594966666666667
F,,146,Is Patrick surprised that Isabella ate a steak on Sunday?,14,surprise,Isabella ate a steak on Sunday,Helen,0.6,stim,19980,5.594966666666667
M,,146,Did Todd play football in high school?,15,,Todd played football in high school,Christopher,0,control,7760,5.594966666666667
F,,146,Did Justin whine that Mary planted a tree?,16,whine,Mary planted a tree,Sarah,0.7,stim,7010,5.594966666666667
M,,146,Is Brenda pained that Jackson ran 10 miles?,17,pain,Jackson ran 10 miles,George,0.78,stim,6427,5.594966666666667
F,,146,Did Ben ignore that Emma studied on Saturday morning?,18,ignore,Emma studied on Saturday morning,Betty,0.94,stim,12463,5.594966666666667
F,,146,Did Tim celebrate that Grace visited her sister?,19,celebrate,Grace visited her sister,Elizabeth,0.83,stim,13678,5.594966666666667
F,,146,Did Regina feel that Dylan argued with his parents?,20,feel,Dylan argued with his parents,Lisa,0.08,stim,8978,5.594966666666667
M,,146,Did Laura tweet that Owen shoveled snow last winter?,21,tweet,Owen shoveled snow last winter,William,0.45,stim,9456,5.594966666666667
M,,146,Is Vanessa good at math?,22,,Vanessa is good at math,Matthew,0,control,5410,5.594966666666667
F,,146,Did Jerry expose that Emily bought a car yesterday?,23,expose,Emily bought a car yesterday,Kimberly,0.96,stim,7962,5.594966666666667
M,,146,Was Hendrick's car expensive?,24,,Hendrick's car was expensive,James,0,control,6776,5.594966666666667
F,,146,Is Amy alarmed that Julian cleaned his room?,25,alarm,Julian cleaned his room,Donna,0.86,stim,9434,5.594966666666667
F,,146,Did Heather write that Cole celebrated his friend's birthday?,26,write,Cole celebrated his friend's birthday,Sandra,0.84,stim,7996,5.594966666666667
M,,146,Did Catherine verify that Fred missed the train?,27,verify,Fred missed the train,Mark,0.13,stim,6870,5.594966666666667
F,,146,Did Anna squeal that Josh learned to ride a bike yesterday?,28,squeal,Josh learned to ride a bike yesterday,Nancy,0.45,stim,9111,5.594966666666667
M,,146,Did Madison have a baby?,29,,Madison had a baby,David,0,control,4458,5.594966666666667
M,,146,Did Kathleen fantasize that Frank got a cat?,30,fantasize,Frank got a cat,Thomas,0.19,stim,8258,5.594966666666667
F,,146,Is Nicole troubled that Louis went swimming?,31,trouble,Louis went swimming,Jennifer,0.86,stim,7086,5.594966666666667
F,,146,Did Dennis express that Danielle painted her room?,32,express,Danielle painted her room,Linda,0.3,stim,4980,5.594966666666667
F,,146,Is Ruth promised that Jason made a cake?,33,promise,Jason made a cake,Margaret,0.11,stim,12392,5.594966666666667
F,,146,Is Zack coming to the meeting tomorrow?,34,,Zack is coming to the meeting tomorrow,Jessica,0,control,5156,5.594966666666667
M,,146,Did Melissa testify that Connor fell from a tree?,35,testify,Connor fell from a tree,Richard,0,stim,9000,5.594966666666667
,Linda,147,bot_check,1,,,,Linda,,0,6.545266666666667
F,,147,Did Nicole testify that Louis went swimming?,3,testify,Louis went swimming,Helen,0.88,stim,2052,6.545266666666667
F,,147,Did Laura compute that Allen went to the museum?,4,compute,Allen went to the museum,Sarah,0.19,stim,1283,6.545266666666667
F,,147,Did Justin cringe that Audrey went to a party?,5,cringe,Audrey went to a party,Linda,0.87,stim,1516,6.545266666666667
F,,147,Is Eli thrilled that Emily bought a car yesterday?,6,thrill,Emily bought a car yesterday,Margaret,0.86,stim,948,6.545266666666667
F,,147,Did Ruth weep that Lucas bought new shoes?,7,weep,Lucas bought new shoes,Michelle,0.89,stim,1353,6.545266666666667
M,,147,Did Stephanie simulate that Danny ate the last cupcake?,8,simulate,Danny ate the last cupcake,Matthew,0.12,stim,1247,6.545266666666667
F,,147,Did Kathleen ignore that Jayden rented a car?,9,ignore,Jayden rented a car,Sandra,0.81,stim,4050,6.545266666666667
F,,147,Is Sharon tortured that Dylan argued with his parents?,10,torture,Dylan argued with his parents,Carol,0.16,stim,1369,6.545266666666667
F,,147,Was Hendrick's car expensive?,11,,Hendrick's car was expensive,Jennifer,0.79,control,996,6.545266666666667
F,,147,Did Anna love that Charley spilled the wine?,12,love,Charley spilled the wine,Betty,0.15,stim,2452,6.545266666666667
F,,147,Did Catherine argue that Tony had a drink last night?,13,argue,Tony had a drink last night,Lisa,0.89,stim,1016,6.545266666666667
M,,147,Is Zack coming to the meeting tomorrow?,14,,Zack is coming to the meeting tomorrow,Logan,0.11,control,1815,6.545266666666667
M,,147,Did Alan anticipate that Emma studied on Saturday morning?,15,anticipate,Emma studied on Saturday morning,Richard,0.93,stim,2503,6.545266666666667
F,,147,Is Mary's aunt sick?,16,,Mary's aunt is sick,Dorothy,0.93,control,15365,6.545266666666667
M,,147,Did Dennis bet that Emilia looked after the kids?,17,bet,Emilia looked after the kids,George,0.11,stim,1551,6.545266666666667
F,,147,Did Regina joke that Owen shoveled snow last winter?,18,joke,Owen shoveled snow last winter,Elizabeth,0.97,stim,1232,6.545266666666667
M,,147,Is Heather charmed that Jon went out for dinner?,19,charm,Jon went out for dinner,Kenneth,0.08,stim,1235,6.545266666666667
F,,147,Did Manuel enjoy that Isabella ate a steak on Sunday?,20,enjoy,Isabella ate a steak on Sunday,Nancy,0.91,stim,1500,6.545266666666667
F,,147,Is Amy promised that Fred missed the train?,21,promise,Fred missed the train,Karen,0.08,stim,1799,6.545266666666667
F,,147,Is Jerry insulted that Josie went on vacation to France?,22,insult,Josie went on vacation to France,Ashley,0.95,stim,1165,6.545266666666667
M,,147,Did Brian envision that Mia drank 2 cocktails last night?,23,envision,Mia drank 2 cocktails last night,Thomas,0.88,stim,1872,6.545266666666667
M,,147,Is Amanda alarmed that Connor fell from a tree?,24,alarm,Connor fell from a tree,Paul,0.14,stim,1080,6.545266666666667
M,,147,Did Madison have a baby?,25,,Madison had a baby,William,0.91,control,1264,6.545266666666667
F,,147,Did Scott murmur that Molly attended a conference last week?,26,murmur,Molly attended a conference last week,Jessica,0.93,stim,1019,6.545266666666667
M,,147,Did Kaitlin celebrate that Julian cleaned his room?,27,celebrate,Julian cleaned his room,Christopher,0.09,stim,1099,6.545266666666667
F,,147,Did Todd play football in high school?,28,,Todd played football in high school,Donna,0.95,control,1626,6.545266666666667
M,,147,Is Brenda embarrassed that Cole celebrated his friend's birthday?,29,embarrass,Cole celebrated his friend's birthday,David,0.16,stim,1173,6.545266666666667
M,,147,Is Melissa distressed that Jackson ran 10 miles?,30,distress,Jackson ran 10 miles,James,0.9,stim,1069,6.545266666666667
F,,147,Is Vanessa good at math?,31,,Vanessa is good at math,Susan,0.12,control,1149,6.545266666666667
M,,147,Is Ray irritated that Grace visited her sister?,32,irritate,Grace visited her sister,Robert,0.9,stim,1016,6.545266666666667
M,,147,Did Tim squeal that Sophia got a tattoo?,33,squeal,Sophia got a tattoo,Mark,0.9,stim,1085,6.545266666666667
M,,147,Did Bobby pray that Natasha got a promotion?,34,pray,Natasha got a promotion,Steven,0.1,stim,950,6.545266666666667
F,,147,Did Patrick suppose that Mary planted a tree?,35,suppose,Mary planted a tree,Kimberly,0.87,stim,1048,6.545266666666667
,Patricia,148,bot_check,1,,,,Patricia,,0,2.9105
F,,148,Did Brian feel that Hannah called her parents?,3,feel,Hannah called her parents,Linda,0.33,stim,8837,2.9105
F,,148,Is Zack coming to the meeting tomorrow?,4,,Zack is coming to the meeting tomorrow,Michelle,0.14,control,4571,2.9105
F,,148,Is Kevin pained that Emilia looked after the kids?,5,pain,Emilia looked after the kids,Kimberly,0.93,stim,6998,2.9105
M,,148,Is Jerry tortured that Grace visited her sister?,6,torture,Grace visited her sister,Mark,0.94,stim,4383,2.9105
M,,148,Did Heather joke that Jayden rented a car?,7,joke,Jayden rented a car,Richard,0.14,stim,7290,2.9105
F,,148,Did Patrick love that Olivia left her job?,8,love,Olivia left her job,Sandra,0.95,stim,3086,2.9105
M,,148,Is Regina alarmed that Charley spilled the wine?,9,alarm,Charley spilled the wine,William,0.73,stim,4768,2.9105
F,,148,Was Hendrick's car expensive?,10,,Hendrick's car was expensive,Susan,0.04,control,3446,2.9105
F,,148,Did Ruth tweet that Julian cleaned his room?,11,tweet,Julian cleaned his room,Dorothy,0.38,stim,8312,2.9105
F,,148,Is Vanessa good at math?,12,,Vanessa is good at math,Elizabeth,0.03,control,3223,2.9105
F,,148,Is Kathleen excited that Tony had a drink last night?,13,excite,Tony had a drink last night,Jennifer,0.92,stim,4520,2.9105
M,,148,Did Justin ignore that Emma studied on Saturday morning?,14,ignore,Emma studied on Saturday morning,George,0.84,stim,3640,2.9105
M,,148,Did Melissa express that Frank got a cat?,15,express,Frank got a cat,Paul,0.36,stim,6808,2.9105
F,,148,Did Sharon gossip that Lucas bought new shoes?,16,gossip,Lucas bought new shoes,Sarah,0.73,stim,5591,2.9105
M,,148,Did Colby fantasize that Zoe calculated the tip?,17,fantasize,Zoe calculated the tip,Matthew,0.17,stim,3818,2.9105
M,,148,Did Catherine retract that Cole celebrated his friend's birthday?,18,retract,Cole celebrated his friend's birthday,Steven,0.08,stim,6936,2.9105
M,,148,Is Amanda embarrassed that Dylan argued with his parents?,19,embarrass,Dylan argued with his parents,Kenneth,0.88,stim,3774,2.9105
F,,148,Did Bobby squeal that Molly attended a conference last week?,20,squeal,Molly attended a conference last week,Nancy,0.76,stim,3336,2.9105
M,,148,Did Stephanie testify that Owen shoveled snow last winter?,21,testify,Owen shoveled snow last winter,Robert,0.39,stim,4329,2.9105
F,,148,Is Rebecca troubled that Jackson ran 10 miles?,22,trouble,Jackson ran 10 miles,Donna,0.89,stim,2478,2.9105
F,,148,Did Tim cringe that Mary planted a tree?,23,cringe,Mary planted a tree,Carol,0.85,stim,2808,2.9105
M,,148,Did Eli write that Valerie booked the venue?,24,write,Valerie booked the venue,Logan,0.65,stim,3464,2.9105
M,,148,Did Madison have a baby?,25,,Madison had a baby,James,0.03,control,2675,2.9105
F,,148,Did Brenda whine that Louis went swimming?,26,whine,Louis went swimming,Helen,0.85,stim,3172,2.9105
M,,148,Did Todd play football in high school?,27,,Todd played football in high school,David,0.02,control,3410,2.9105
F,,148,Is Noah charmed that Isabella ate a steak on Sunday?,28,charm,Isabella ate a steak on Sunday,Margaret,0.85,stim,2878,2.9105
M,,148,Did Manuel simulate that Natasha got a promotion?,29,simulate,Natasha got a promotion,Thomas,0.28,stim,5418,2.9105
F,,148,Is Andrew fascinated that Courtney woke up early yesterday?,30,facinate,Courtney woke up early yesterday,Karen,0.87,stim,2413,2.9105
M,,148,Did Ray scream that Emily bought a car yesterday?,31,scream,Emily bought a car yesterday,Christopher,0.76,stim,4017,2.9105
F,,148,Did Nicole anticipate that Jason made a cake?,32,anticipate,Jason made a cake,Lisa,0.58,stim,4601,2.9105
F,,148,Did Shirley suppose that Jon went out for dinner?,33,suppose,Jon went out for dinner,Jessica,0.19,stim,3496,2.9105
F,,148,Is Francisco promised that Mia drank 2 cocktails last night?,34,promise,Mia drank 2 cocktails last night,Betty,0.37,stim,4919,2.9105
F,,148,Is Mary's aunt sick?,35,,Mary's aunt is sick,Ashley,0.01,control,2120,2.9105
,Jennifer,149,bot_check,1,,,,jennifer,,0,19.5448
F,,149,Is Vanessa good at math?,3,,Vanessa is good at math,Linda,0.59,control,2309,19.5448
F,,149,Did Amy resent that Allen went to the museum?,4,resent,Allen went to the museum,Dorothy,0.28,stim,1669,19.5448
F,,149,Did Eli feel that Josie went on vacation to France?,5,feel,Josie went on vacation to France,Karen,0.81,stim,4654,19.5448
M,,149,Did Amanda write that Dylan argued with his parents?,6,write,Dylan argued with his parents,Kenneth,0.35,stim,3808,19.5448
M,,149,Did Sharon testify that Julian cleaned his room?,7,testify,Julian cleaned his room,Mark,0.26,stim,251555,19.5448
F,,149,Did Cynthia elaborate that Owen shoveled snow last winter?,8,elaborate,Owen shoveled snow last winter,Margaret,0.98,stim,12084,19.5448
M,,149,Did Madison have a baby?,9,,Madison had a baby,Richard,0.66,control,16970,19.5448
M,,149,Did Shirley dictate that Lucas bought new shoes?,10,dictate,Lucas bought new shoes,David,0.84,stim,2965,19.5448
M,,149,Did Scott weep that Courtney woke up early yesterday?,11,weep,Courtney woke up early yesterday,William,0.5,stim,2303,19.5448
M,,149,Is Dennis alarmed that Emma studied on Saturday morning?,12,alarm,Emma studied on Saturday morning,Robert,0.75,stim,1486,19.5448
M,,149,Is Tim troubled that Natasha got a promotion?,13,trouble,Natasha got a promotion,Paul,0.47,stim,1889,19.5448
F,,149,Was Hendrick's car expensive?,14,,Hendrick's car was expensive,Michelle,0.8,control,2370,19.5448
M,,149,Did Regina verify that Jackson ran 10 miles?,15,verify,Jackson ran 10 miles,James,0.65,stim,1730,19.5448
F,,149,Did Ben express that Mary planted a tree?,16,express,Mary planted a tree,Sarah,0.91,stim,2429,19.5448
F,,149,Did Laura argue that Cole celebrated his friend's birthday?,17,argue,Cole celebrated his friend's birthday,Carol,0.65,stim,24281,19.5448
F,,149,Did Melissa love that Danny ate the last cupcake?,18,love,Danny ate the last cupcake,Kimberly,0.41,stim,2459,19.5448
M,,149,Is Jerry irritated that Olivia left her job?,19,irritate,Olivia left her job,Christopher,0.82,stim,2214,19.5448
M,,149,Is Zack coming to the meeting tomorrow?,20,,Zack is coming to the meeting tomorrow,Steven,0.48,control,1917,19.5448
F,,149,Did Todd play football in high school?,21,,Todd played football in high school,Nancy,0.72,control,1708,19.5448
M,,149,Is Stephanie thrilled that Tony had a drink last night?,22,thrill,Tony had a drink last night,Logan,0.28,stim,1879,19.5448
F,,149,Did Kathleen require that Connor fell from a tree?,23,require,Connor fell from a tree,Sandra,0.92,stim,1989,19.5448
F,,149,Is Manuel shocked that Emilia looked after the kids?,24,shock,Emilia looked after the kids,Helen,0.56,stim,2176,19.5448
F,,149,Did Bobby scream that Zoe calculated the tip?,25,scream,Zoe calculated the tip,Elizabeth,0.77,stim,1463,19.5448
M,,149,Did Alan joke that Audrey went to a party?,26,joke,Audrey went to a party,George,0.21,stim,1790,19.5448
F,,149,Is Ruth insulted that Jayden rented a car?,27,insult,Jayden rented a car,Jessica,0.69,stim,1750,19.5448
F,,149,Is Kaitlin surprised that Josh learned to ride a bike yesterday?,28,surprise,Josh learned to ride a bike yesterday,Susan,0.53,stim,1700,19.5448
F,,149,Is Rebecca amused that Fred missed the train?,29,amuse,Fred missed the train,Jennifer,0.42,stim,3172,19.5448
M,,149,Did Colby retract that Isabella ate a steak on Sunday?,30,retract,Isabella ate a steak on Sunday,Thomas,0.92,stim,1897,19.5448
F,,149,Is Mary's aunt sick?,31,,Mary's aunt is sick,Betty,0.72,control,1550,19.5448
F,,149,Did Catherine suppose that Frank got a cat?,32,suppose,Frank got a cat,Donna,0.98,stim,2548,19.5448
M,,149,Is Andrew disgusted that Emily bought a car yesterday?,33,disgust,Emily bought a car yesterday,Matthew,0.52,stim,1990,19.5448
F,,149,Did Patrick whine that Grace visited her sister?,34,whine,Grace visited her sister,Ashley,0.73,stim,1398,19.5448
F,,149,Did Francisco think that Danielle painted her room?,35,think,Danielle painted her room,Lisa,0.48,stim,2542,19.5448
,Patricia,150,bot_check,1,,,,Patricia,,0,3.483833333333333
M,,150,Did Patrick envision that Natasha got a promotion?,3,envision,Natasha got a promotion,James,0.72,stim,3584,3.483833333333333
F,,150,Did Kevin gossip that Grace visited her sister?,4,gossip,Grace visited her sister,Elizabeth,0.82,stim,1615,3.483833333333333
M,,150,Is Brenda shocked that Connor fell from a tree?,5,shock,Connor fell from a tree,David,0.65,stim,1640,3.483833333333333
M,,150,Is Zack coming to the meeting tomorrow?,6,,Zack is coming to the meeting tomorrow,Matthew,0.79,control,7145,3.483833333333333
F,,150,Is Shirley insulted that Fred missed the train?,7,insult,Fred missed the train,Jessica,0.81,stim,2919,3.483833333333333
F,,150,Did Amy whine that Dylan argued with his parents?,8,whine,Dylan argued with his parents,Michelle,0.65,stim,2837,3.483833333333333
F,,150,Is Regina amused that Jackson ran 10 miles?,9,amuse,Jackson ran 10 miles,Helen,0.68,stim,2490,3.483833333333333
F,,150,Is Mary's aunt sick?,10,,Mary's aunt is sick,Linda,0.76,control,1858,3.483833333333333
M,,150,Did Brian scream that Valerie booked the venue?,11,scream,Valerie booked the venue,Richard,0.76,stim,1581,3.483833333333333
F,,150,Did Bobby simulate that Molly attended a conference last week?,12,simulate,Molly attended a conference last week,Margaret,0.78,stim,2087,3.483833333333333
F,,150,Is Eli disgusted that Zoe calculated the tip?,13,disgust,Zoe calculated the tip,Lisa,0.77,stim,3272,3.483833333333333
M,,150,Is Jerry thrilled that Courtney woke up early yesterday?,14,thrill,Courtney woke up early yesterday,George,0.78,stim,2215,3.483833333333333
M,,150,Did Francisco express that Audrey went to a party?,15,express,Audrey went to a party,Thomas,0.79,stim,1520,3.483833333333333
M,,150,Did Justin write that Mia drank 2 cocktails last night?,16,write,Mia drank 2 cocktails last night,Kenneth,0.73,stim,1263,3.483833333333333
F,,150,Was Hendrick's car expensive?,17,,Hendrick's car was expensive,Kimberly,0.75,control,2674,3.483833333333333
M,,150,Did Sharon tweet that Josh learned to ride a bike yesterday?,18,tweet,Josh learned to ride a bike yesterday,Mark,0.74,stim,2421,3.483833333333333
M,,150,Did Manuel argue that Mary planted a tree?,19,argue,Mary planted a tree,Steven,0.83,stim,1800,3.483833333333333
F,,150,Is Anna distressed that Frank got a cat?,20,distress,Frank got a cat,Ashley,0.69,stim,1825,3.483833333333333
F,,150,Did Amanda joke that Charley spilled the wine?,21,joke,Charley spilled the wine,Betty,0.84,stim,1886,3.483833333333333
M,,150,Did Nicole squeal that Tony had a drink last night?,22,squeal,Tony had a drink last night,Robert,0.88,stim,1977,3.483833333333333
F,,150,Did Laura elaborate that Allen went to the museum?,23,elaborate,Allen went to the museum,Karen,0.74,stim,2855,3.483833333333333
F,,150,Did Tim anticipate that Olivia left her job?,24,anticipate,Olivia left her job,Sandra,0.72,stim,2288,3.483833333333333
F,,150,Did Heather murmur that Danny ate the last cupcake?,25,murmur,Danny ate the last cupcake,Nancy,0.89,stim,17432,3.483833333333333
F,,150,Did Noah celebrate that Sophia got a tattoo?,26,celebrate,Sophia got a tattoo,Carol,0.68,stim,3286,3.483833333333333
F,,150,Did Madison have a baby?,27,,Madison had a baby,Jennifer,0.71,control,1712,3.483833333333333
M,,150,Is Catherine alarmed that Jason made a cake?,28,alarm,Jason made a cake,William,0.71,stim,1464,3.483833333333333
M,,150,Did Kathleen cringe that Jayden rented a car?,29,cringe,Jayden rented a car,Christopher,0.76,stim,1495,3.483833333333333
M,,150,Is Ben charmed that Emilia looked after the kids?,30,charm,Emilia looked after the kids,Logan,0.73,stim,1480,3.483833333333333
F,,150,Is Andrew embarrassed that Emily bought a car yesterday?,31,embarrass,Emily bought a car yesterday,Susan,0.72,stim,1616,3.483833333333333
M,,150,Is Vanessa good at math?,32,,Vanessa is good at math,Paul,0.81,control,1784,3.483833333333333
F,,150,Did Todd play football in high school?,33,,Todd played football in high school,Dorothy,0.86,control,1528,3.483833333333333
F,,150,Is Scott promised that Josie went on vacation to France?,34,promise,Josie went on vacation to France,Sarah,0.81,stim,1472,3.483833333333333
F,,150,Did Rebecca retract that Cole celebrated his friend's birthday?,35,retract,Cole celebrated his friend's birthday,Donna,0.82,stim,1880,3.483833333333333
,Jennifer,151,bot_check,1,,,,Jennifer,,0,4.5442833333333335
F,,151,Did Ray testify that Isabella ate a steak on Sunday?,3,testify,Isabella ate a steak on Sunday,Helen,0.13,stim,11025,4.5442833333333335
M,,151,Is Mary's aunt sick?,4,,Mary's aunt is sick,George,0,control,6390,4.5442833333333335
F,,151,Is Scott promised that Audrey went to a party?,5,promise,Audrey went to a party,Kimberly,0.33,stim,7640,4.5442833333333335
M,,151,Did Regina celebrate that Tony had a drink last night?,6,celebrate,Tony had a drink last night,Christopher,0.67,stim,9459,4.5442833333333335
M,,151,Did Ruth cringe that Jackson ran 10 miles?,7,cringe,Jackson ran 10 miles,Logan,0.63,stim,4768,4.5442833333333335
F,,151,Is Vanessa good at math?,8,,Vanessa is good at math,Sarah,0.02,control,3764,4.5442833333333335
F,,151,Did Colby suppose that Grace visited her sister?,9,suppose,Grace visited her sister,Lisa,0.49,stim,6324,4.5442833333333335
F,,151,Did Melissa shout that Frank got a cat?,10,shout,Frank got a cat,Nancy,0.7,stim,8995,4.5442833333333335
M,,151,Did Kaitlin verify that Fred missed the train?,11,verify,Fred missed the train,David,0.24,stim,5165,4.5442833333333335
F,,151,Did Jerry dictate that Courtney woke up early yesterday?,12,dictate,Courtney woke up early yesterday,Ashley,0.59,stim,8247,4.5442833333333335
M,,151,Did Madison have a baby?,13,,Madison had a baby,Matthew,0,control,3621,4.5442833333333335
