workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,error
186,experiment,alarm,Natasha got a promotion,stim,,yes,3492,19,F,Nancy,Is Ray alarmed that Natasha got a promotion?,
186,experiment,feel,Jon went out for dinner,stim,,no,3251,20,M,James,Did Regina feel that Jon went out for dinner?,
186,experiment,,Vanessa is good at math,control,,no,1980,21,M,David,Is Vanessa good at math?,
186,experiment,trouble,Emily bought a car yesterday,stim,,yes,3154,22,F,Ashley,Is Patrick troubled that Emily bought a car yesterday?,
186,experiment,torture,Cole celebrated his friend's birthday,stim,,yes,3068,23,M,Matthew,Is Anna tortured that Cole celebrated his friend's birthday?,
186,experiment,,Hendrick's car was expensive,control,,no,2000,24,M,Robert,Was Hendrick's car expensive?,
186,experiment,fantasize,Josh learned to ride a bike yesterday,stim,,no,4232,25,M,Logan,Did Sharon fantasize that Josh learned to ride a bike yesterday?,
186,experiment,elaborate,Emma studied on Saturday morning,stim,,yes,4411,26,F,Jessica,Did Tim elaborate that Emma studied on Saturday morning?,
186,experiment,testify,Valerie booked the venue,stim,,no,4092,27,F,Dorothy,Did Jerry testify that Valerie booked the venue?,
186,experiment,express,Allen went to the museum,stim,,no,3578,28,F,Karen,Did Ruth express that Allen went to the museum?,
186,experiment,whine,Grace visited her sister,stim,,yes,3994,29,M,Richard,Did Scott whine that Grace visited her sister?,
186,experiment,joke,Owen shoveled snow last winter,stim,,no,5117,30,M,George,Did Laura joke that Owen shoveled snow last winter?,
186,experiment,suppose,Charley spilled the wine,stim,,no,3006,31,M,Kenneth,Did Shirley suppose that Charley spilled the wine?,
186,experiment,simulate,Mary planted a tree,stim,,no,4587,32,F,Michelle,Did Noah simulate that Mary planted a tree?,
186,experiment,retract,Audrey went to a party,stim,,no,3690,33,F,Sandra,Did Eli retract that Audrey went to a party?,
186,experiment,disgust,Louis went swimming,stim,,yes,3204,34,F,Margaret,Is Catherine disgusted that Louis went swimming?,
186,experiment,argue,Molly attended a conference last week,stim,,yes,4397,35,M,William,Did Kevin argue that Molly attended a conference last week?,
186,experiment,facinate,Olivia left her job,stim,,yes,3525,36,M,Mark,Is Alan fascinated that Olivia left her job?,
186,experiment,excite,Sophia got a tattoo,stim,,yes,3871,37,M,Thomas,Is Brian excited that Sophia got a tattoo?,
186,experiment,pray,Courtney woke up early yesterday,stim,,no,6022,38,F,Helen,Did Bobby pray that Courtney woke up early yesterday?,
186,experiment,love,Jayden rented a car,stim,,yes,3308,39,F,Susan,Did Nicole love that Jayden rented a car?,
186,experiment,require,Danielle painted her room,stim,,no,3660,40,F,Betty,Did Ben require that Danielle painted her room?,
186,experiment,weep,Zoe calculated the tip,stim,,yes,5084,41,F,Donna,Did Colby weep that Zoe calculated the tip?,
59,experiment,,,,,5fdb58e109613b6840f55f3f,0,1,,,,
59,experiment,,,,Linda,Linda,0,2,,,bot_check,
59,experiment,pain,Audrey went to a party,stim,,yes,5198,9,F,Michelle,Is Eli pained that Audrey went to a party?,
59,experiment,squeal,Dylan argued with his parents,stim,,yes,3419,10,F,Helen,Did Brenda squeal that Dylan argued with his parents?,
59,experiment,facinate,Cole celebrated his friend's birthday,stim,,yes,4943,11,F,Susan,Is Stephanie fascinated that Cole celebrated his friend's birthday?,
59,experiment,,Mary's aunt is sick,control,,no,4335,12,M,Richard,Is Mary's aunt sick?,
59,experiment,argue,Olivia left her job,stim,,yes,4487,13,M,James,Did Alan argue that Olivia left her job?,
59,experiment,,Zack is coming to the meeting tomorrow,control,,yes,7255,14,M,Kenneth,Is Zack coming to the meeting tomorrow?,
59,experiment,scream,Jon went out for dinner,stim,,yes,3896,15,M,Christopher,Did Amanda scream that Jon went out for dinner?,
59,experiment,compute,Louis went swimming,stim,,no,1695,16,M,David,Did Kathleen compute that Louis went swimming?,
59,experiment,love,Emma studied on Saturday morning,stim,,yes,8751,17,M,Logan,Did Manuel love that Emma studied on Saturday morning?,
59,experiment,disgust,Josie went on vacation to France,stim,,yes,4808,18,F,Betty,Is Noah disgusted that Josie went on vacation to France?,
59,experiment,retract,Jayden rented a car,stim,,no,2655,19,F,Kimberly,Did Catherine retract that Jayden rented a car?,
59,experiment,promise,Emilia looked after the kids,stim,,yes,2383,20,M,Robert,Did Tim promise that Emilia looked after the kids?,
59,experiment,weep,Charley spilled the wine,stim,,yes,4247,21,M,Steven,Did Kaitlin weep that Charley spilled the wine?,
59,experiment,thrill,Fred missed the train,stim,,yes,3896,22,M,Matthew,Is Amy thrilled that Fred missed the train?,
59,experiment,shock,Molly attended a conference last week,stim,,yes,3223,23,F,Margaret,Is Francisco shocked that Molly attended a conference last week?,
59,experiment,elaborate,Zoe calculated the tip,stim,,no,1983,24,F,Elizabeth,Did Andrew elaborate that Zoe calculated the tip?,
59,experiment,resent,Natasha got a promotion,stim,,yes,5063,25,F,Donna,Did Scott resent that Natasha got a promotion?,
59,experiment,require,Owen shoveled snow last winter,stim,,yes,3624,26,M,Thomas,Did Regina require that Owen shoveled snow last winter?,
59,experiment,whine,Sophia got a tattoo,stim,,,Late,27,M,Mark,Did Colby whine that Sophia got a tattoo?,
59,experiment,write,Isabella ate a steak on Sunday,stim,,yes,1880,28,M,George,Did Ben write that Isabella ate a steak on Sunday?,
59,experiment,torture,Lucas bought new shoes,stim,,yes,1519,29,F,Dorothy,Is Heather tortured that Lucas bought new shoes?,
59,experiment,joke,Jackson ran 10 miles,stim,,yes,4808,30,F,Lisa,Did Laura joke that Jackson ran 10 miles?,
59,experiment,,Madison had a baby,control,,yes,1919,31,F,Karen,Did Madison have a baby?,
59,experiment,trouble,Connor fell from a tree,stim,,no,1735,32,F,Jennifer,Is Ruth troubled that Connor fell from a tree?,
59,experiment,express,Jason made a cake,stim,,yes,1833,33,F,Nancy,Did Cynthia express that Jason made a cake?,
59,experiment,anticipate,Frank got a cat,stim,,yes,1680,34,F,Jessica,Did Shirley anticipate that Frank got a cat?,
59,experiment,,Hendrick's car was expensive,control,,yes,4288,35,F,Ashley,Was Hendrick's car expensive?,
59,experiment,,Todd played football in high school,control,,yes,6895,36,F,Sandra,Did Todd play football in high school?,
59,experiment,,Vanessa is good at math,control,,yes,1928,37,F,Carol,Is Vanessa good at math?,
59,experiment,murmur,Danielle painted her room,stim,,no,3528,38,F,Linda,Did Patrick murmur that Danielle painted her room?,
59,experiment,alarm,Josh learned to ride a bike yesterday,stim,,no,2912,39,M,William,Is Anna alarmed that Josh learned to ride a bike yesterday?,
59,experiment,fantasize,Mary planted a tree,stim,,yes,1591,40,F,Sarah,Did Kevin fantasize that Mary planted a tree?,
59,experiment,feel,Grace visited her sister,stim,,yes,1695,41,M,Paul,Did Bobby feel that Grace visited her sister?,
66,experiment,,,,,5f394ce53b053607008f4b74,0,1,,,,
66,experiment,,,,Elizabeth,Elizabeth ,0,2,,,bot_check,
66,experiment,,,,Elizabeth,Elizabeth,0,2,,,bot_check,
66,experiment,,Hendrick's car was expensive,control,,no,1868,9,F,Ashley,Was Hendrick's car expensive?,
66,experiment,irritate,Jackson ran 10 miles,stim,,no,1833,10,F,Karen,Is Amy irritated that Jackson ran 10 miles?,
66,experiment,amuse,Julian cleaned his room,stim,,no,1534,11,F,Betty,Is Laura amused that Julian cleaned his room?,
66,experiment,distress,Tony had a drink last night,stim,,no,3543,12,M,Mark,Is Amanda distressed that Tony had a drink last night?,
66,experiment,resent,Emily bought a car yesterday,stim,,no,4802,13,M,Steven,Did Ben resent that Emily bought a car yesterday?,
66,experiment,facinate,Jon went out for dinner,stim,,yes,5772,14,M,Matthew,Is Kaitlin fascinated that Jon went out for dinner?,
66,experiment,,Vanessa is good at math,control,,no,2190,15,F,Margaret,Is Vanessa good at math?,
66,experiment,pray,Grace visited her sister,stim,,no,8092,16,F,Jennifer,Did Patrick pray that Grace visited her sister?,
66,experiment,,Zack is coming to the meeting tomorrow,control,,no,1994,17,F,Susan,Is Zack coming to the meeting tomorrow?,
66,experiment,excite,Audrey went to a party,stim,,yes,5159,18,F,Carol,Is Jerry excited that Audrey went to a party?,
66,experiment,enjoy,Hannah called her parents,stim,,yes,3344,19,M,Richard,Did Francisco enjoy that Hannah called her parents?,
66,experiment,express,Mary planted a tree,stim,,no,3744,20,F,Elizabeth,Did Dennis express that Mary planted a tree?,
66,experiment,argue,Emilia looked after the kids,stim,,no,2184,21,M,David,Did Manuel argue that Emilia looked after the kids?,
66,experiment,expose,Isabella ate a steak on Sunday,stim,,no,3604,22,M,George,Did Brian expose that Isabella ate a steak on Sunday?,
66,experiment,insult,Natasha got a promotion,stim,,yes,6911,23,F,Linda,Is Andrew insulted that Natasha got a promotion?,
66,experiment,disgust,Allen went to the museum,stim,,yes,4565,24,M,Robert,Is Regina disgusted that Allen went to the museum?,
66,experiment,aggravate,Mia drank 2 cocktails last night,stim,,yes,2950,25,M,Christopher,Is Tim aggravated that Mia drank 2 cocktails last night?,
66,experiment,retract,Valerie booked the venue,stim,,yes,3914,26,F,Kimberly,Did Noah retract that Valerie booked the venue?,
66,experiment,whine,Molly attended a conference last week,stim,,yes,3499,27,M,Kenneth,Did Eli whine that Molly attended a conference last week?,
66,experiment,elaborate,Danny ate the last cupcake,stim,,yes,2259,28,F,Sandra,Did Cynthia elaborate that Danny ate the last cupcake?,
66,experiment,verify,Owen shoveled snow last winter,stim,,yes,3134,29,F,Dorothy,Did Anna verify that Owen shoveled snow last winter?,
66,experiment,envision,Fred missed the train,stim,,no,3859,30,M,Logan,Did Kathleen envision that Fred missed the train?,
66,experiment,,Madison had a baby,control,,no,2194,31,M,James,Did Madison have a baby?,
66,experiment,murmur,Josie went on vacation to France,stim,,no,4424,32,F,Helen,Did Alan murmur that Josie went on vacation to France?,
66,experiment,alarm,Charley spilled the wine,stim,,yes,3574,33,F,Lisa,Is Nicole alarmed that Charley spilled the wine?,
66,experiment,offend,Sophia got a tattoo,stim,,yes,3129,34,F,Nancy,Is Justin offended that Sophia got a tattoo?,
66,experiment,celebrate,Josh learned to ride a bike yesterday,stim,,yes,3963,35,M,Paul,Did Shirley celebrate that Josh learned to ride a bike yesterday?,
66,experiment,compute,Olivia left her job,stim,,yes,2884,36,M,Thomas,Did Scott compute that Olivia left her job?,
66,experiment,shout,Emma studied on Saturday morning,stim,,yes,4344,37,F,Michelle,Did Kevin shout that Emma studied on Saturday morning?,
66,experiment,,Mary's aunt is sick,control,,no,1436,38,F,Sarah,Is Mary's aunt sick?,
66,experiment,squeal,Danielle painted her room,stim,,no,3670,39,F,Donna,Did Bobby squeal that Danielle painted her room?,
66,experiment,,Todd played football in high school,control,,no,1484,40,F,Jessica,Did Todd play football in high school?,
66,experiment,write,Courtney woke up early yesterday,stim,,no,3259,41,M,William,Did Ray write that Courtney woke up early yesterday?,
93,experiment,,,,,5eeabd64b6469c00094ff6b9,0,1,,,,
93,experiment,,,,Susan,susan,0,2,,,bot_check,
93,experiment,simulate,Hannah called her parents,stim,,no,6046,9,F,Elizabeth,Did Manuel simulate that Hannah called her parents?,
93,experiment,charm,Louis went swimming,stim,,no,7429,10,M,William,Is Stephanie charmed that Louis went swimming?,
93,experiment,,Madison had a baby,control,,no,2839,11,F,Susan,Did Madison have a baby?,
93,experiment,excite,Owen shoveled snow last winter,stim,,yes,4752,12,M,Steven,Is Nicole excited that Owen shoveled snow last winter?,
93,experiment,argue,Tony had a drink last night,stim,,no,4960,13,F,Lisa,Did Amanda argue that Tony had a drink last night?,
93,experiment,ignore,Natasha got a promotion,stim,,yes,3680,14,F,Donna,Did Scott ignore that Natasha got a promotion?,
93,experiment,feel,Danny ate the last cupcake,stim,,no,4728,15,F,Carol,Did Amy feel that Danny ate the last cupcake?,
93,experiment,,Zack is coming to the meeting tomorrow,control,,no,4072,16,M,James,Is Zack coming to the meeting tomorrow?,
93,experiment,testify,Josie went on vacation to France,stim,,no,7504,17,F,Jessica,Did Kevin testify that Josie went on vacation to France?,
93,experiment,express,Mary planted a tree,stim,,no,3008,18,F,Dorothy,Did Jerry express that Mary planted a tree?,
93,experiment,,Vanessa is good at math,control,,no,2233,19,M,Kenneth,Is Vanessa good at math?,
93,experiment,tweet,Zoe calculated the tip,stim,,no,4703,20,F,Ashley,Did Tim tweet that Zoe calculated the tip?,
93,experiment,thrill,Emily bought a car yesterday,stim,,yes,4736,21,M,George,Is Andrew thrilled that Emily bought a car yesterday?,
93,experiment,fantasize,Jayden rented a car,stim,,no,3120,22,M,Robert,Did Ruth fantasize that Jayden rented a car?,
93,experiment,embarrass,Molly attended a conference last week,stim,,yes,2729,23,M,David,Is Brian embarrassed that Molly attended a conference last week?,
93,experiment,,Hendrick's car was expensive,control,,no,2951,24,M,Paul,Was Hendrick's car expensive?,
93,experiment,pain,Frank got a cat,stim,,yes,3232,25,F,Linda,Is Sharon pained that Frank got a cat?,
93,experiment,,Todd played football in high school,control,,no,2696,26,F,Karen,Did Todd play football in high school?,
93,experiment,suppose,Courtney woke up early yesterday,stim,,no,2992,27,M,Mark,Did Colby suppose that Courtney woke up early yesterday?,
93,experiment,pray,Danielle painted her room,stim,,no,2432,28,F,Sarah,Did Ray pray that Danielle painted her room?,
93,experiment,resent,Allen went to the museum,stim,,yes,3103,29,F,Michelle,Did Melissa resent that Allen went to the museum?,
93,experiment,celebrate,Olivia left her job,stim,,yes,4169,30,F,Margaret,Did Ben celebrate that Olivia left her job?,
93,experiment,weep,Mia drank 2 cocktails last night,stim,,yes,4631,31,M,Logan,Did Francisco weep that Mia drank 2 cocktails last night?,
93,experiment,shout,Grace visited her sister,stim,,yes,6280,32,F,Sandra,Did Patrick shout that Grace visited her sister?,
93,experiment,require,Julian cleaned his room,stim,,no,3656,33,F,Betty,Did Heather require that Julian cleaned his room?,
93,experiment,irritate,Emma studied on Saturday morning,stim,,yes,1937,34,M,Christopher,Is Alan irritated that Emma studied on Saturday morning?,
93,experiment,love,Emilia looked after the kids,stim,,yes,3697,35,M,Matthew,Did Dennis love that Emilia looked after the kids?,
93,experiment,envision,Charley spilled the wine,stim,,no,5191,36,F,Helen,Did Laura envision that Charley spilled the wine?,
93,experiment,murmur,Isabella ate a steak on Sunday,stim,,no,4351,37,F,Kimberly,Did Bobby murmur that Isabella ate a steak on Sunday?,
93,experiment,shock,Dylan argued with his parents,stim,,yes,2703,38,M,Richard,Is Catherine shocked that Dylan argued with his parents?,
93,experiment,disgust,Josh learned to ride a bike yesterday,stim,,yes,1776,39,F,Nancy,Is Kathleen disgusted that Josh learned to ride a bike yesterday?,
93,experiment,offend,Jason made a cake,stim,,yes,2439,40,M,Thomas,Is Cynthia offended that Jason made a cake?,
93,experiment,,Mary's aunt is sick,control,,no,1496,41,F,Jennifer,Is Mary's aunt sick?,
62,experiment,,,,,5cad4750f4115800176d506e,0,1,,,,
62,experiment,,,,Barbara,Barbara,0,2,,,bot_check,
62,experiment,testify,Jason made a cake,stim,,no,3726,9,F,Dorothy,Did Anna testify that Jason made a cake?,
62,experiment,,Todd played football in high school,control,,no,4447,10,M,Matthew,Did Todd play football in high school?,
62,experiment,alarm,Emily bought a car yesterday,stim,,yes,7168,11,M,James,Is Patrick alarmed that Emily bought a car yesterday?,
62,experiment,shock,Sophia got a tattoo,stim,,yes,4433,12,M,George,Is Eli shocked that Sophia got a tattoo?,
62,experiment,excite,Josh learned to ride a bike yesterday,stim,,yes,6016,13,F,Helen,Is Shirley excited that Josh learned to ride a bike yesterday?,
62,experiment,trouble,Jon went out for dinner,stim,,yes,5232,14,M,Logan,Is Sharon troubled that Jon went out for dinner?,
62,experiment,require,Courtney woke up early yesterday,stim,,no,7312,15,F,Jennifer,Did Scott require that Courtney woke up early yesterday?,
62,experiment,surprise,Julian cleaned his room,stim,,yes,5200,16,F,Betty,Is Kaitlin surprised that Julian cleaned his room?,
62,experiment,,Mary's aunt is sick,control,,no,3808,17,F,Carol,Is Mary's aunt sick?,
62,experiment,whine,Isabella ate a steak on Sunday,stim,,yes,5231,18,F,Susan,Did Francisco whine that Isabella ate a steak on Sunday?,
62,experiment,embarrass,Dylan argued with his parents,stim,,yes,5407,19,F,Donna,Is Stephanie embarrassed that Dylan argued with his parents?,
62,experiment,,Hendrick's car was expensive,control,,no,4352,20,M,David,Was Hendrick's car expensive?,
62,experiment,joke,Lucas bought new shoes,stim,,yes,5071,21,F,Jessica,Did Rebecca joke that Lucas bought new shoes?,
62,experiment,pray,Mia drank 2 cocktails last night,stim,,no,5824,22,M,Robert,Did Noah pray that Mia drank 2 cocktails last night?,
62,experiment,feel,Jackson ran 10 miles,stim,,no,4832,23,M,Steven,Did Catherine feel that Jackson ran 10 miles?,
62,experiment,scream,Louis went swimming,stim,,no,6736,24,M,Mark,Did Nicole scream that Louis went swimming?,
62,experiment,charm,Danielle painted her room,stim,,yes,4608,25,M,Paul,Is Andrew charmed that Danielle painted her room?,
62,experiment,gossip,Grace visited her sister,stim,,no,3440,26,F,Linda,Did Ben gossip that Grace visited her sister?,
62,experiment,irritate,Emma studied on Saturday morning,stim,,yes,4848,27,F,Nancy,Is Manuel irritated that Emma studied on Saturday morning?,
62,experiment,envision,Josie went on vacation to France,stim,,no,5071,28,F,Sandra,Did Alan envision that Josie went on vacation to France?,
62,experiment,insult,Zoe calculated the tip,stim,,yes,6239,29,M,Kenneth,Is Justin insulted that Zoe calculated the tip?,
62,experiment,distress,Connor fell from a tree,stim,,yes,4065,30,F,Ashley,Is Amanda distressed that Connor fell from a tree?,
62,experiment,retract,Emilia looked after the kids,stim,,yes,5936,31,M,William,Did Tim retract that Emilia looked after the kids?,
62,experiment,,Zack is coming to the meeting tomorrow,control,,no,3168,32,F,Sarah,Is Zack coming to the meeting tomorrow?,
62,experiment,,Vanessa is good at math,control,,no,3167,33,M,Richard,Is Vanessa good at math?,
62,experiment,cringe,Hannah called her parents,stim,,yes,4832,34,F,Kimberly,Did Dennis cringe that Hannah called her parents?,
62,experiment,,Madison had a baby,control,,no,3040,35,F,Lisa,Did Madison have a baby?,
62,experiment,suppose,Danny ate the last cupcake,stim,,no,4543,36,F,Elizabeth,Did Heather suppose that Danny ate the last cupcake?,
62,experiment,bet,Charley spilled the wine,stim,,no,4208,37,F,Margaret,Did Amy bet that Charley spilled the wine?,
62,experiment,murmur,Owen shoveled snow last winter,stim,,no,7408,38,M,Christopher,Did Cynthia murmur that Owen shoveled snow last winter?,
62,experiment,love,Olivia left her job,stim,,yes,5407,39,M,Thomas,Did Jerry love that Olivia left her job?,
62,experiment,elaborate,Mary planted a tree,stim,,no,4609,40,F,Michelle,Did Kevin elaborate that Mary planted a tree?,
62,experiment,express,Frank got a cat,stim,,no,5088,41,F,Karen,Did Melissa express that Frank got a cat?,
89,experiment,,,,,5bd861b0a0e4d80001a3e24d,0,1,,,,
89,experiment,,,,Jennifer,Jennifer,0,2,,,bot_check,
89,experiment,,Mary's aunt is sick,control,,no,3792,9,M,Logan,Is Mary's aunt sick?,
89,experiment,excite,Audrey went to a party,stim,,no,8711,10,F,Sarah,Is Ben excited that Audrey went to a party?,
89,experiment,fantasize,Josie went on vacation to France,stim,,no,7687,11,M,Richard,Did Kevin fantasize that Josie went on vacation to France?,
89,experiment,expose,Danielle painted her room,stim,,no,5318,12,F,Ashley,Did Noah expose that Danielle painted her room?,
89,experiment,,Hendrick's car was expensive,control,,no,4017,13,M,Robert,Was Hendrick's car expensive?,
89,experiment,scream,Jackson ran 10 miles,stim,,no,6951,14,F,Kimberly,Did Stephanie scream that Jackson ran 10 miles?,
89,experiment,whine,Mia drank 2 cocktails last night,stim,,yes,Late,15,M,Christopher,Did Patrick whine that Mia drank 2 cocktails last night?,
89,experiment,testify,Connor fell from a tree,stim,,yes,6088,16,F,Dorothy,Did Cynthia testify that Connor fell from a tree?,
89,experiment,resent,Tony had a drink last night,stim,,yes,4810,17,F,Donna,Did Heather resent that Tony had a drink last night?,
89,experiment,argue,Julian cleaned his room,stim,,yes,6576,18,F,Margaret,Did Kathleen argue that Julian cleaned his room?,
89,experiment,torture,Molly attended a conference last week,stim,,yes,4794,19,F,Nancy,Is Colby tortured that Molly attended a conference last week?,
89,experiment,thrill,Grace visited her sister,stim,,yes,7048,20,F,Elizabeth,Is Eli thrilled that Grace visited her sister?,
89,experiment,love,Valerie booked the venue,stim,,yes,5286,21,F,Sandra,Did Justin love that Valerie booked the venue?,
89,experiment,retract,Zoe calculated the tip,stim,,yes,7193,22,F,Carol,Did Scott retract that Zoe calculated the tip?,
89,experiment,shock,Emily bought a car yesterday,stim,,yes,4896,23,M,Steven,Is Tim shocked that Emily bought a car yesterday?,
89,experiment,insult,Fred missed the train,stim,,yes,4169,24,M,Mark,Is Rebecca insulted that Fred missed the train?,
89,experiment,celebrate,Emilia looked after the kids,stim,,yes,4727,25,F,Susan,Did Alan celebrate that Emilia looked after the kids?,
89,experiment,murmur,Dylan argued with his parents,stim,,no,5794,26,F,Michelle,Did Amy murmur that Dylan argued with his parents?,
89,experiment,,Zack is coming to the meeting tomorrow,control,,no,6528,27,M,William,Is Zack coming to the meeting tomorrow?,
89,experiment,,Todd played football in high school,control,,no,4154,28,M,George,Did Todd play football in high school?,
89,experiment,compute,Jayden rented a car,stim,,no,4775,29,F,Lisa,Did Catherine compute that Jayden rented a car?,
89,experiment,amuse,Allen went to the museum,stim,,yes,4802,30,M,Paul,Is Anna amused that Allen went to the museum?,
89,experiment,promise,Jason made a cake,stim,,no,7143,31,M,Kenneth,Did Sharon promise that Jason made a cake?,
89,experiment,,Vanessa is good at math,control,,no,3818,32,F,Helen,Is Vanessa good at math?,
89,experiment,squeal,Louis went swimming,stim,,no,6512,33,M,David,Did Brenda squeal that Louis went swimming?,
89,experiment,verify,Courtney woke up early yesterday,stim,,no,8294,34,M,James,Did Bobby verify that Courtney woke up early yesterday?,
89,experiment,write,Lucas bought new shoes,stim,,no,5153,35,F,Linda,Did Shirley write that Lucas bought new shoes?,
89,experiment,,Madison had a baby,control,,no,3336,36,F,Karen,Did Madison have a baby?,
89,experiment,think,Olivia left her job,stim,,no,7866,37,F,Jessica,Did Manuel think that Olivia left her job?,
89,experiment,require,Frank got a cat,stim,,no,8168,38,F,Jennifer,Did Kaitlin require that Frank got a cat?,
89,experiment,irritate,Owen shoveled snow last winter,stim,,yes,7102,39,F,Betty,Is Ruth irritated that Owen shoveled snow last winter?,
89,experiment,gossip,Hannah called her parents,stim,,yes,7306,40,M,Thomas,Did Ray gossip that Hannah called her parents?,
89,experiment,trouble,Danny ate the last cupcake,stim,,yes,7048,41,M,Matthew,Is Melissa troubled that Danny ate the last cupcake?,
45,experiment,,,,,5ddea057ffc3d8e00ec74d1b,0,1,,,,
45,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
45,experiment,,Hendrick's car was expensive,control,,no,3861,9,M,David,Was Hendrick's car expensive?,
45,experiment,weep,Olivia left her job,stim,,yes,6260,10,M,Thomas,Did Brian weep that Olivia left her job?,
45,experiment,express,Louis went swimming,stim,,yes,7677,11,F,Lisa,Did Shirley express that Louis went swimming?,
45,experiment,,Mary's aunt is sick,control,,no,4603,12,M,Steven,Is Mary's aunt sick?,
45,experiment,distress,Mia drank 2 cocktails last night,stim,,yes,5939,13,M,Logan,Is Andrew distressed that Mia drank 2 cocktails last night?,
45,experiment,enjoy,Jayden rented a car,stim,,yes,4831,14,F,Elizabeth,Did Regina enjoy that Jayden rented a car?,
45,experiment,alarm,Cole celebrated his friend's birthday,stim,,yes,4834,15,F,Carol,Is Rebecca alarmed that Cole celebrated his friend's birthday?,
45,experiment,trouble,Tony had a drink last night,stim,,yes,5447,16,F,Sandra,Is Melissa troubled that Tony had a drink last night?,
45,experiment,amuse,Emma studied on Saturday morning,stim,,yes,4586,17,F,Helen,Is Manuel amused that Emma studied on Saturday morning?,
45,experiment,,Vanessa is good at math,control,,no,3464,18,F,Susan,Is Vanessa good at math?,
45,experiment,ignore,Dylan argued with his parents,stim,,yes,7014,19,F,Nancy,Did Sharon ignore that Dylan argued with his parents?,
45,experiment,offend,Emily bought a car yesterday,stim,,yes,5009,20,F,Linda,Is Patrick offended that Emily bought a car yesterday?,
45,experiment,,Todd played football in high school,control,,no,3312,21,F,Dorothy,Did Todd play football in high school?,
45,experiment,compute,Audrey went to a party,stim,,yes,4402,22,M,Kenneth,Did Kevin compute that Audrey went to a party?,
45,experiment,murmur,Josie went on vacation to France,stim,,no,8272,23,M,Robert,Did Bobby murmur that Josie went on vacation to France?,
45,experiment,surprise,Danny ate the last cupcake,stim,,yes,7595,24,M,Matthew,Is Laura surprised that Danny ate the last cupcake?,
45,experiment,excite,Grace visited her sister,stim,,yes,4479,25,M,Paul,Is Ray excited that Grace visited her sister?,
45,experiment,require,Emilia looked after the kids,stim,,yes,6840,26,M,Mark,Did Dennis require that Emilia looked after the kids?,
45,experiment,cringe,Fred missed the train,stim,,yes,4671,27,F,Donna,Did Heather cringe that Fred missed the train?,
45,experiment,thrill,Owen shoveled snow last winter,stim,,yes,5723,28,F,Michelle,Is Brenda thrilled that Owen shoveled snow last winter?,
45,experiment,pain,Danielle painted her room,stim,,yes,6859,29,F,Jennifer,Is Jerry pained that Danielle painted her room?,
45,experiment,love,Jason made a cake,stim,,yes,4034,30,F,Margaret,Did Nicole love that Jason made a cake?,
45,experiment,retract,Lucas bought new shoes,stim,,yes,5217,31,F,Kimberly,Did Amanda retract that Lucas bought new shoes?,
45,experiment,testify,Natasha got a promotion,stim,,yes,4977,32,M,Richard,Did Scott testify that Natasha got a promotion?,
45,experiment,,Zack is coming to the meeting tomorrow,control,,no,4336,33,F,Karen,Is Zack coming to the meeting tomorrow?,
45,experiment,expose,Charley spilled the wine,stim,,yes,5789,34,F,Ashley,Did Kathleen expose that Charley spilled the wine?,
45,experiment,,Madison had a baby,control,,no,5166,35,M,William,Did Madison have a baby?,
45,experiment,pray,Julian cleaned his room,stim,,no,8903,36,F,Sarah,Did Anna pray that Julian cleaned his room?,
45,experiment,bet,Isabella ate a steak on Sunday,stim,,,Late,37,M,George,Did Ben bet that Isabella ate a steak on Sunday?,
45,experiment,torture,Hannah called her parents,stim,,yes,8592,38,M,James,Is Francisco tortured that Hannah called her parents?,
45,experiment,envision,Jon went out for dinner,stim,,no,7373,39,F,Jessica,Did Catherine envision that Jon went out for dinner?,
45,experiment,scream,Sophia got a tattoo,stim,,yes,5086,40,M,Christopher,Did Noah scream that Sophia got a tattoo?,
45,experiment,feel,Connor fell from a tree,stim,,no,1196,41,F,Betty,Did Amy feel that Connor fell from a tree?,
192,experiment,,,,,5e75686e5312ee0dab42c6df,0,1,,,,
192,experiment,,,,Margaret,Margaret,0,2,,,bot_check,
192,experiment,feel,Courtney woke up early yesterday,stim,,,Late,9,F,Linda,Did Dennis feel that Courtney woke up early yesterday?,
192,experiment,,Zack is coming to the meeting tomorrow,control,,no,3046,10,M,Thomas,Is Zack coming to the meeting tomorrow?,
192,experiment,simulate,Jon went out for dinner,stim,,no,4127,11,M,Mark,Did Laura simulate that Jon went out for dinner?,
192,experiment,,Hendrick's car was expensive,control,,no,3385,12,F,Kimberly,Was Hendrick's car expensive?,
192,experiment,facinate,Grace visited her sister,stim,,yes,5454,13,F,Lisa,Is Kevin fascinated that Grace visited her sister?,
192,experiment,ignore,Jayden rented a car,stim,,yes,4985,14,F,Margaret,Did Cynthia ignore that Jayden rented a car?,
192,experiment,dictate,Zoe calculated the tip,stim,,yes,6861,15,F,Helen,Did Francisco dictate that Zoe calculated the tip?,
192,experiment,irritate,Molly attended a conference last week,stim,,yes,5282,16,M,Robert,Is Scott irritated that Molly attended a conference last week?,
192,experiment,think,Danielle painted her room,stim,,no,5686,17,F,Elizabeth,Did Manuel think that Danielle painted her room?,
192,experiment,murmur,Allen went to the museum,stim,,no,6225,18,F,Dorothy,Did Ruth murmur that Allen went to the museum?,
